filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
metrics_data_4_20251114_153350.parquet,94.06,6.0096192026798825,1.331373656753916,0.8721366853563549,-1,-99,999,0,N/A,0.0,N/A
