filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
metrics_data_3_20251114_144616.parquet,79.66,12.623635306911083,1.6784734861699206,1.8505180678808897,-1,-99,999,0,N/A,0.0,N/A
