filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
metrics_data_4_20251213_163228.parquet,41.0,10.673771855932335,1.1857627304640956,3.3782113177493827,0.2304324103073419,-0.36956758969265807,0.1,2,Left,-0.0017254097103501364,RUDE
