filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
metrics_data_5_20251114_161014.parquet,78.1,11.474500276547154,1.7321688081418765,2.547402996395752,-1,-99,999,0,N/A,0.0,N/A
