filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
metrics_data_4_20251114_152824.parquet,94.24,6.70103644675496,1.4282592421502667,0.9427786737855487,-1,-99,999,0,N/A,0.0,N/A
