filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
metrics_data_5_20251114_160200.parquet,74.5,9.906861244937138,1.5942264589942752,2.271092575052367,-1,-99,999,0,N/A,0.0,N/A
