filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
scenario_backup_1_20251213_000114.parquet,85.89,14.659097586836507,1.2268886105155599,16.684116982164948,0.6986253301979131,0.09862533019791309,10.0,1,Left,-0.013375414904001971,RUDE
