filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
scenario_backup_1_20251213_001608.parquet,110.595,15.79897283690077,1.4704801245424814,13.889964418881712,0.37797973080804387,-0.2220202691919561,0.1,4,Left,-0.017701964182782845,RUDE
