filename,duration,path_length,smoothness_score,min_human_dist,avg_human_dist,intrusion_count,time_in_danger,politeness_slope,politeness_status
scenario_backup_1_20251212_124530.parquet,97.91,13.001210151117125,9.990702113699612,0.0455388228407497,3.4877967981108204,2,1.5799999999999983,0.030819234894405367,RUDE
