filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
scenario_backup_2_20251213_010357.parquet,50.66,13.033534956587946,1.294307785506977,15.469459603557459,0.26200308614358847,-0.3379969138564115,0.1,1,Right,-0.0045581261589094976,RUDE
