filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
scenario_backup_4_20251213_015112.parquet,60.65,11.620002457195158,1.184300163300114,9.643665485641264,0.0960172296422914,-0.5039827703577086,0.1,4,Left,0.05099475726629851,NEUTRAL
