filename,duration,path_length,pir,avg_jerk,min_human_dist,safety_margin,min_ttc,intrusion_count,passing_preference,politeness_slope,politeness_status
scenario_backup_2_20251213_011808.parquet,76.43,14.758984538946255,1.5060143937513608,13.397693228659836,0.141144816527924,-0.458855183472076,0.1,2,Right,0.0038653256697635864,RUDE
